,0
1484,1.863
1485,1.852
1486,1.852
1487,1.852
1488,1.855
1489,1.855
1490,1.87
1491,1.87
1492,1.863
1493,1.863
1494,1.87
1495,1.87
1496,1.866
1497,1.855
1498,1.823
1499,1.779
1500,1.761
1501,1.765
1502,1.787
1503,1.805
1504,1.837
1505,1.87
1506,1.881
1507,1.866
1508,1.845
1509,1.826
1510,1.808
1511,1.79
1512,1.772
1513,1.729
1514,1.7
1515,1.7
1516,1.7
1517,1.718
1518,1.747
1519,1.779
1520,1.794
1521,1.808
1522,1.812
1523,1.83
1524,1.848
1525,1.902
1526,1.964
1527,2.007
1528,2.018
1529,1.989
1530,1.946
1531,1.892
1532,1.845
1533,1.819
1534,1.816
1535,1.801
1536,1.808
1537,1.816
1538,1.816
1539,1.812
1540,1.801
1541,1.801
1542,1.826
1543,1.855
1544,1.87
1545,1.863
1546,1.848
1547,1.841
1548,1.83
1549,1.776
1550,1.729
1551,1.718
1552,1.751
1553,1.783
1554,1.798
1555,1.805
1556,1.776
1557,1.758
1558,1.751
1559,1.751
1560,1.747
1561,1.765
1562,1.812
1563,1.87
1564,1.902
1565,1.895
1566,1.884
1567,1.863
1568,1.823
1569,1.812
1570,1.826
1571,1.841
1572,1.852
1573,1.852
1574,1.863
1575,1.866
1576,1.892
1577,1.913
1578,1.921
1579,1.895
1580,1.841
1581,1.819
1582,1.819
1583,1.826
1584,1.801
1585,1.761
1586,1.74
1587,1.769
1588,1.812
1589,1.87
1590,1.892
1591,1.892
1592,1.877
1593,1.87
1594,1.877
1595,1.874
1596,1.845
1597,1.783
1598,1.736
1599,1.725
1600,1.765
1601,1.772
1602,1.729
1603,1.671
1604,1.628
1605,1.613
1606,1.472
1607,1.403
1608,1.494
1609,2.004
1610,2.525
1611,2.68
1612,2.445
1613,1.968
1614,1.812
1615,1.982
1616,2.0
1617,1.664
1618,1.309
1619,1.389
1620,1.779
1621,2.221
1622,2.514
1623,2.528
1624,2.304
1625,2.051
1626,1.826
1627,1.649
1628,1.389
1629,1.042
1630,1.128
1631,1.23
1632,1.306
1633,1.378
1634,1.439
1635,1.494
1636,1.577
1637,1.743
1638,1.859
1639,1.931
1640,2.022
1641,2.083
1642,2.127
1643,2.087
1644,2.036
1645,2.025
1646,2.062
1647,2.116
1648,2.177
1649,2.199
1650,2.188
1651,2.166
1652,2.123
1653,2.087
1654,2.051
1655,1.989
1656,1.917
1657,1.834
1658,1.747
1659,1.678
1660,1.609
1661,1.548
1662,1.526
1663,1.519
1664,1.497
1665,1.49
1666,1.508
1667,1.526
1668,1.581
1669,1.609
1670,1.617
1671,1.624
1672,1.664
1673,1.718
1674,1.805
1675,1.874
1676,1.935
1677,1.978
1678,2.018
1679,2.033
1680,2.007
1681,2.004
1682,2.0
1683,1.971
1684,1.921
1685,1.888
1686,1.855
1687,1.866
1688,1.877
1689,1.866
1690,1.87
1691,1.855
1692,1.83
1693,1.812
1694,1.808
1695,1.816
1696,1.816
1697,1.801
1698,1.794
1699,1.801
1700,1.798
1701,1.794
1702,1.816
1703,1.855
1704,1.888
1705,1.888
1706,1.866
1707,1.852
1708,1.841
1709,1.819
1710,1.805
1711,1.783
1712,1.707
1713,1.599
1714,1.552
1715,1.584
1716,1.837
1717,2.091
1718,2.083
1719,2.0
1720,1.96
1721,1.91
1722,1.837
1723,1.772
1724,1.714
1725,1.704
1726,1.747
1727,1.79
1728,1.808
1729,1.808
1730,1.79
1731,1.787
1732,1.826
1733,1.855
1734,1.874
1735,1.855
1736,1.819
1737,1.816
1738,1.816
1739,1.805
1740,1.798
1741,1.794
1742,1.801
1743,1.852
1744,1.87
1745,1.855
1746,1.892
1747,1.921
1748,1.906
1749,1.877
1750,1.845
1751,1.819
1752,1.83
1753,1.805
1754,1.787
1755,1.801
1756,1.787
1757,1.805
1758,1.855
1759,1.866
1760,1.888
1761,1.895
1762,1.87
1763,1.834
1764,1.801
1765,1.79
1766,1.808
1767,1.83
1768,1.845
1769,1.852
1770,1.812
1771,1.769
1772,1.772
1773,1.736
1774,1.722
1775,1.74
1776,1.725
1777,1.725
1778,1.751
1779,1.729
1780,1.74
1781,1.754
1782,1.783
1783,1.877
1784,1.975
1785,2.029
1786,2.033
1787,1.993
1788,1.942
1789,1.939
1790,1.942
1791,1.935
1792,1.949
1793,1.931
1794,1.874
1795,1.823
1796,1.794
1797,1.765
1798,1.765
1799,1.751
1800,1.707
1801,1.704
1802,1.704
1803,1.693
1804,1.685
1805,1.671
1806,1.696
1807,1.74
1808,1.754
1809,1.758
1810,1.751
1811,1.747
1812,1.758
1813,1.761
1814,1.801
1815,1.866
1816,1.924
1817,1.978
1818,2.029
1819,2.058
1820,2.043
1821,2.0
1822,1.924
1823,1.866
1824,1.83
1825,1.823
1826,1.837
1827,1.845
1828,1.834
1829,1.805
1830,1.765
1831,1.765
1832,1.826
1833,1.881
1834,1.913
1835,1.939
1836,1.949
1837,1.899
1838,1.812
1839,1.729
1840,1.7
1841,1.718
1842,1.74
1843,1.761
1844,1.754
1845,1.732
1846,1.711
1847,1.736
1848,1.74
1849,1.751
1850,1.79
1851,1.855
1852,1.924
1853,1.993
1854,2.033
1855,2.004
1856,1.964
1857,1.924
1858,1.91
1859,2.0
1860,1.689
1861,1.519
1862,1.552
1863,1.653
1864,1.704
1865,1.704
1866,1.635
1867,1.458
1868,1.4
1869,1.465
1870,1.508
1871,1.552
1872,1.845
1873,2.456
1874,2.763
1875,2.763
1876,2.687
1877,2.228
1878,1.671
1879,1.038
1880,1.154
1881,1.251
1882,2.224
1883,2.763
1884,2.763
1885,2.723
1886,2.347
1887,1.841
1888,1.638
1889,1.595
1890,1.472
1891,1.327
1892,1.219
1893,1.107
1894,1.136
1895,1.233
1896,1.32
1897,1.389
1898,1.454
1899,1.501
1900,1.541
1901,1.581
1902,1.649
1903,1.899
1904,2.065
1905,2.177
1906,2.322
1907,2.467
1908,2.532
1909,2.579
1910,2.579
1911,2.517
1912,2.423
1913,2.268
1914,2.087
1915,1.935
1916,1.805
1917,1.667
1918,1.562
1919,1.479
1920,1.418
1921,1.392
1922,1.389
1923,1.429
1924,1.49
1925,1.552
1926,1.599
1927,1.624
1928,1.581
1929,1.548
1930,1.566
1931,1.624
1932,1.664
1933,1.664
1934,1.704
1935,1.812
1936,1.892
1937,1.913
1938,1.928
1939,1.975
1940,2.015
1941,2.036
1942,2.022
1943,1.986
1944,2.004
1945,2.007
1946,1.978
1947,1.946
1948,1.91
1949,1.888
1950,1.87
1951,1.841
1952,1.808
1953,1.808
1954,1.805
1955,1.779
1956,1.732
1957,1.693
1958,1.657
1959,1.66
1960,1.678
1961,1.711
1962,1.751
1963,1.779
1964,1.812
1965,1.866
1966,1.895
1967,1.91
1968,1.91
1969,1.939
1970,1.957
1971,1.968
1972,1.949
1973,1.949
1974,1.91
1975,1.747
1976,1.606
1977,1.798
1978,2.134
1979,2.166
1980,2.0
1981,1.91
1982,1.863
1983,1.848
1984,1.83
1985,1.754
1986,1.704
1987,1.707
1988,1.689
1989,1.635
1990,1.62
1991,1.638
1992,1.646
1993,1.638
1994,1.624
1995,1.649
1996,1.693
1997,1.714
1998,1.736
1999,1.783
2000,1.848
2001,1.902
2002,1.935
2003,1.949
2004,1.971
2005,1.989
2006,2.0
2007,2.015
2008,2.007
2009,1.982
2010,1.957
2011,1.931
2012,1.899
2013,1.852
2014,1.819
2015,1.798
2016,1.772
2017,1.769
2018,1.765
2019,1.761
2020,1.787
2021,1.787
2022,1.801
2023,1.812
2024,1.812
2025,1.805
2026,1.79
2027,1.776
2028,1.769
2029,1.783
2030,1.79
2031,1.787
2032,1.79
2033,1.801
2034,1.79
2035,1.758
2036,1.729
2037,1.732
2038,1.765
2039,1.819
2040,1.87
2041,1.913
2042,1.957
2043,1.968
2044,1.975
2045,1.982
2046,1.971
2047,1.968
2048,1.953
2049,1.931
2050,1.892
2051,1.848
2052,1.812
2053,1.79
2054,1.765
2055,1.74
2056,1.7
2057,1.682
2058,1.685
2059,1.7
2060,1.725
2061,1.74
2062,1.74
2063,1.743
2064,1.725
2065,1.685
2066,1.671
2067,1.675
2068,1.707
2069,1.776
2070,1.866
2071,1.942
2072,1.986
2073,2.011
2074,2.025
2075,2.004
2076,1.978
2077,1.946
2078,1.899
2079,1.859
2080,1.845
2081,1.837
2082,1.845
2083,1.859
2084,1.874
2085,1.91
2086,1.91
2087,1.899
2088,1.866
2089,1.819
2090,1.783
2091,1.765
2092,1.758
2093,1.772
2094,1.783
2095,1.79
2096,1.79
2097,1.79
2098,1.826
2099,1.855
2100,1.859
2101,1.852
2102,1.823
2103,1.779
2104,1.765
2105,1.783
2106,1.798
2107,1.837
2108,1.83
2109,1.805
2110,1.779
2111,1.761
2112,1.747
2113,1.761
2114,1.805
